Date Collected,Sample ID,Photo ID,Photo_reduced,Fish.ID
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
