Date Collected,Sample ID,Photo ID,Photo_reduced,Fish.ID
9/9/17,IE0909174,MU.020119.02.00,MU.020119.02,MU.020119.02_IE0909174
9/9/17,IE0909174,MU.020119.02.01,MU.020119.02,MU.020119.02_IE0909174
9/9/17,IE0909174,MU.020119.03.00,MU.020119.03,MU.020119.03_IE0909174
9/9/17,IE0909174,MU.020119.03.01,MU.020119.03,MU.020119.03_IE0909174
9/9/17,IE0909174,MU.020119.04.00,MU.020119.04,MU.020119.04_IE0909174
9/9/17,IE0909174,MU.020119.04.01,MU.020119.04,MU.020119.04_IE0909174
9/9/17,IE0909174,MU.020119.05.00,MU.020119.05,MU.020119.05_IE0909174
9/9/17,IE0909174,MU.020119.05.01,MU.020119.05,MU.020119.05_IE0909174
9/9/17,IE0909174,MU.020119.06.00,MU.020119.06,MU.020119.06_IE0909174
9/9/17,IE0909174,MU.020119.06.01,MU.020119.06,MU.020119.06_IE0909174
9/9/17,IE0909174,MU.020119.07.00,MU.020119.07,MU.020119.07_IE0909174
9/9/17,IE0909174,MU.020119.07.01,MU.020119.07,MU.020119.07_IE0909174
9/9/17,IE0909174,MU.020119.08.00,MU.020119.08,MU.020119.08_IE0909174
9/9/17,IE0909174,MU.020119.08.01,MU.020119.08,MU.020119.08_IE0909174
9/9/17,IE0909174,MU.020119.09.00,MU.020119.09,MU.020119.09_IE0909174
9/9/17,IE0909174,MU.020119.09.01,MU.020119.09,MU.020119.09_IE0909174
9/9/17,IE0909174,MU.020119.10.00,MU.020119.10,MU.020119.10_IE0909174
9/9/17,IE0909174,MU.020119.10.01,MU.020119.10,MU.020119.10_IE0909174
9/9/17,IE0909174,MU.020119.11.00,MU.020119.11,MU.020119.11_IE0909174
9/9/17,IE0909174,MU.020119.11.01,MU.020119.11,MU.020119.11_IE0909174
9/9/17,IE0909174,MU.020119.12.00,MU.020119.12,MU.020119.12_IE0909174
9/9/17,IE0909174,MU.020119.12.01,MU.020119.12,MU.020119.12_IE0909174
9/9/17,IE0909174,MU.020119.13.00,MU.020119.13,MU.020119.13_IE0909174
9/9/17,IE0909174,MU.020119.13.01,MU.020119.13,MU.020119.13_IE0909174
9/9/17,IE0909174,MU.020119.14.00,MU.020119.14,MU.020119.14_IE0909174
9/9/17,IE0909174,MU.020119.14.01,MU.020119.14,MU.020119.14_IE0909174
9/9/17,IE0909174,MU.020119.15.00,MU.020119.15,MU.020119.15_IE0909174
9/9/17,IE0909174,MU.020119.15.01,MU.020119.15,MU.020119.15_IE0909174
9/9/17,IE0909174,MU.020119.16.00,MU.020119.16,MU.020119.16_IE0909174
9/9/17,IE0909174,MU.020119.16.01,MU.020119.16,MU.020119.16_IE0909174
9/9/17,IE0909174,MU.020119.17.00,MU.020119.17,MU.020119.17_IE0909174
9/9/17,IE0909174,MU.020119.17.01,MU.020119.17,MU.020119.17_IE0909174
9/9/17,IE0909174,MU.020119.18.00,MU.020119.18,MU.020119.18_IE0909174
9/9/17,IE0909174,MU.020119.19.00,MU.020119.19,MU.020119.19_IE0909174
10/14/17,IE1014172,MU.020419.01.00,MU.020419.01,MU.020419.01_IE1014172
10/14/17,IE1014172,MU.020419.01.01,MU.020419.01,MU.020419.01_IE1014172
10/14/17,IE1014172,MU.020419.02.00,MU.020419.02,MU.020419.02_IE1014172
10/14/17,IE1014172,MU.020419.02.01,MU.020419.02,MU.020419.02_IE1014172
10/14/17,IE1014172,MU.020419.03.00,MU.020419.03,MU.020419.03_IE1014172
10/14/17,IE1014172,MU.020419.03.01,MU.020419.03,MU.020419.03_IE1014172
10/14/17,IE1014172,MU.020419.04.00,MU.020419.04,MU.020419.04_IE1014172
10/14/17,IE1014172,MU.020419.04.01,MU.020419.04,MU.020419.04_IE1014172
10/14/17,IE1014172,MU.020419.05.00,MU.020419.05,MU.020419.05_IE1014172
10/14/17,IE1014172,MU.020419.05.01,MU.020419.05,MU.020419.05_IE1014172
10/14/17,IE1014172,MU.020419.06.00,MU.020419.06,MU.020419.06_IE1014172
10/14/17,IE1014172,MU.020419.06.01,MU.020419.06,MU.020419.06_IE1014172
10/14/17,IE1014172,MU.020419.07.00,MU.020419.07,MU.020419.07_IE1014172
10/14/17,IE1014172,MU.020419.07.01,MU.020419.07,MU.020419.07_IE1014172
10/14/17,IE1014172,MU.020419.08.00,MU.020419.08,MU.020419.08_IE1014172
10/14/17,IE1014172,MU.020419.08.01,MU.020419.08,MU.020419.08_IE1014172
10/14/17,IE1014172,MU.020419.09.00,MU.020419.09,MU.020419.09_IE1014172
10/14/17,IE1014172,MU.020419.09.01,MU.020419.09,MU.020419.09_IE1014172
10/14/17,IE1014172,MU.020419.10.00,MU.020419.10,MU.020419.10_IE1014172
10/14/17,IE1014172,MU.020419.10.01,MU.020419.10,MU.020419.10_IE1014172
10/14/17,IE1014172,MU.020419.11.00,MU.020419.11,MU.020419.11_IE1014172
10/14/17,IE1014172,MU.020419.11.01,MU.020419.11,MU.020419.11_IE1014172
10/14/17,IE1014172,MU.020419.12.00,MU.020419.12,MU.020419.12_IE1014172
10/14/17,IE1014172,MU.020419.12.01,MU.020419.12,MU.020419.12_IE1014172
10/14/17,IE1014172,MU.020419.13.00,MU.020419.13,MU.020419.13_IE1014172
10/14/17,IE1014172,MU.020419.13.01,MU.020419.13,MU.020419.13_IE1014172
10/14/17,IE1014172,MU.020419.14.00,MU.020419.14,MU.020419.14_IE1014172
10/14/17,IE1014172,MU.020419.14.01,MU.020419.14,MU.020419.14_IE1014172
10/14/17,IE1014172,MU.020419.15.00,MU.020419.15,MU.020419.15_IE1014172
10/14/17,IE1014172,MU.020419.15.01,MU.020419.15,MU.020419.15_IE1014172
10/14/17,IE1014172,MU.020419.16.00,MU.020419.16,MU.020419.16_IE1014172
10/14/17,IE1014172,MU.020419.16.01,MU.020419.16,MU.020419.16_IE1014172
10/14/17,IE1014172,MU.020419.17.00,MU.020419.17,MU.020419.17_IE1014172
10/14/17,IE1014172,MU.020419.17.01,MU.020419.17,MU.020419.17_IE1014172
10/14/17,IE1014172,MU.020419.18.00,MU.020419.18,MU.020419.18_IE1014172
10/14/17,IE1014172,MU.020419.18.01,MU.020419.18,MU.020419.18_IE1014172
10/14/17,IE1014172,MU.020419.19.00,MU.020419.19,MU.020419.19_IE1014172
10/14/17,IE1014172,MU.020419.19.01,MU.020419.19,MU.020419.19_IE1014172
10/14/17,IE1014172,MU.020419.20.00,MU.020419.20,MU.020419.20_IE1014172
10/14/17,IE1014172,MU.020419.20.01,MU.020419.20,MU.020419.20_IE1014172
10/14/17,IE1014172,MU.020419.21.00,MU.020419.21,MU.020419.21_IE1014172
10/14/17,IE1014172,MU.020419.21.01,MU.020419.21,MU.020419.21_IE1014172
10/14/17,IE1014172,MU.020419.22.00,MU.020419.22,MU.020419.22_IE1014172
10/14/17,IE1014172,MU.020419.22.01,MU.020419.22,MU.020419.22_IE1014172
10/14/17,IE1014172,MU.020419.23.00,MU.020419.23,MU.020419.23_IE1014172
10/14/17,IE1014172,MU.020419.23.01,MU.020419.23,MU.020419.23_IE1014172
10/14/17,IE1014172,MU.020419.24.00,MU.020419.24,MU.020419.24_IE1014172
10/14/17,IE1014172,MU.020419.25.00,MU.020419.25,MU.020419.25_IE1014172
10/14/17,IE1014172,MU.020419.25.01,MU.020419.25,MU.020419.25_IE1014172
10/14/17,IE1014172,MU.020419.26.00,MU.020419.26,MU.020419.26_IE1014172
10/14/17,IE1014172,MU.020419.27.00,MU.020419.27,MU.020419.27_IE1014172
10/14/17,IE1014172,MU.020419.28.00,MU.020419.28,MU.020419.28_IE1014172
10/14/17,IE1014172,MU.020419.29.00,MU.020419.29,MU.020419.29_IE1014172
10/14/17,IE1014172,MU.020419.30.00,MU.020419.30,MU.020419.30_IE1014172
10/14/17,IE1014173,MU.020619.01.00,MU.020619.01,MU.020619.01_IE1014173
10/14/17,IE1014173,MU.020619.01.01,MU.020619.01,MU.020619.01_IE1014173
10/14/17,IE1014173,MU.020619.02.00,MU.020619.02,MU.020619.02_IE1014173
10/14/17,IE1014173,MU.020619.02.01,MU.020619.02,MU.020619.02_IE1014173
10/14/17,IE1014173,MU.020619.03.00,MU.020619.03,MU.020619.03_IE1014173
10/14/17,IE1014173,MU.020619.03.01,MU.020619.03,MU.020619.03_IE1014173
10/14/17,IE1014173,MU.020619.04.00,MU.020619.04,MU.020619.04_IE1014173
10/14/17,IE1014173,MU.020619.04.01,MU.020619.04,MU.020619.04_IE1014173
10/14/17,IE1014173,MU.020619.05.00,MU.020619.05,MU.020619.05_IE1014173
10/14/17,IE1014173,MU.020619.05.01,MU.020619.05,MU.020619.05_IE1014173
10/14/17,IE1014173,MU.020619.06.00,MU.020619.06,MU.020619.06_IE1014173
10/14/17,IE1014173,MU.020619.06.01,MU.020619.06,MU.020619.06_IE1014173
10/14/17,IE1014173,MU.020619.07.00,MU.020619.07,MU.020619.07_IE1014173
10/14/17,IE1014173,MU.020619.07.01,MU.020619.07,MU.020619.07_IE1014173
10/14/17,IE1014173,MU.020619.08.00,MU.020619.08,MU.020619.08_IE1014173
10/14/17,IE1014173,MU.020619.08.01,MU.020619.08,MU.020619.08_IE1014173
10/14/17,IE1014173,MU.020619.09.00,MU.020619.09,MU.020619.09_IE1014173
10/14/17,IE1014173,MU.020619.09.01,MU.020619.09,MU.020619.09_IE1014173
10/14/17,IE1014173,MU.020619.10.00,MU.020619.10,MU.020619.10_IE1014173
10/14/17,IE1014173,MU.020619.10.01,MU.020619.10,MU.020619.10_IE1014173
10/14/17,IE1014173,MU.020619.11.00,MU.020619.11,MU.020619.11_IE1014173
10/14/17,IE1014173,MU.020619.11.01,MU.020619.11,MU.020619.11_IE1014173
10/14/17,IE1014173,MU.020619.12.00,MU.020619.12,MU.020619.12_IE1014173
10/14/17,IE1014173,MU.020619.12.01,MU.020619.12,MU.020619.12_IE1014173
10/14/17,IE1014173,MU.020619.13.00,MU.020619.13,MU.020619.13_IE1014173
10/14/17,IE1014173,MU.020619.13.01,MU.020619.13,MU.020619.13_IE1014173
10/14/17,IE1014173,MU.020619.14.00,MU.020619.14,MU.020619.14_IE1014173
10/14/17,IE1014173,MU.020619.14.01,MU.020619.14,MU.020619.14_IE1014173
10/14/17,IE1014173,MU.020619.15.00,MU.020619.15,MU.020619.15_IE1014173
10/14/17,IE1014173,MU.020619.15.01,MU.020619.15,MU.020619.15_IE1014173
10/14/17,IE1014173,MU.020619.16.00,MU.020619.16,MU.020619.16_IE1014173
10/14/17,IE1014173,MU.020619.16.01,MU.020619.16,MU.020619.16_IE1014173
10/14/17,IE1014173,MU.020619.17.00,MU.020619.17,MU.020619.17_IE1014173
10/14/17,IE1014173,MU.020619.17.01,MU.020619.17,MU.020619.17_IE1014173
10/14/17,IE1014173,MU.020619.18.00,MU.020619.18,MU.020619.18_IE1014173
10/14/17,IE1014173,MU.020619.18.01,MU.020619.18,MU.020619.18_IE1014173
10/14/17,IE1014173,MU.020619.19.00,MU.020619.19,MU.020619.19_IE1014173
10/14/17,IE1014173,MU.020619.19.01,MU.020619.19,MU.020619.19_IE1014173
10/14/17,IE1014173,MU.020619.20.00,MU.020619.20,MU.020619.20_IE1014173
10/14/17,IE1014173,MU.020619.20.01,MU.020619.20,MU.020619.20_IE1014173
10/14/17,IE1014173,MU.020619.21.00,MU.020619.21,MU.020619.21_IE1014173
10/14/17,IE1014173,MU.020619.21.01,MU.020619.21,MU.020619.21_IE1014173
10/14/17,IE1014173,MU.020619.22.00,MU.020619.22,MU.020619.22_IE1014173
10/14/17,IE1014173,MU.020619.22.01,MU.020619.22,MU.020619.22_IE1014173
10/14/17,IE1014173,MU.020619.23.00,MU.020619.23,MU.020619.23_IE1014173
10/14/17,IE1014173,MU.020619.23.01,MU.020619.23,MU.020619.23_IE1014173
10/14/17,IE1014173,MU.020619.24.00,MU.020619.24,MU.020619.24_IE1014173
10/14/17,IE1014173,MU.020619.24.01,MU.020619.24,MU.020619.24_IE1014173
10/14/17,IE1014173,MU.020619.25.00,MU.020619.25,MU.020619.25_IE1014173
10/14/17,IE1014173,MU.020619.25.01,MU.020619.25,MU.020619.25_IE1014173
10/14/17,IE1014173,MU.020619.26.00,MU.020619.26,MU.020619.26_IE1014173
10/14/17,IE1014173,MU.020619.26.01,MU.020619.26,MU.020619.26_IE1014173
10/14/17,IE1014173,MU.020619.27.00,MU.020619.27,MU.020619.27_IE1014173
10/14/17,IE1014173,MU.020619.27.01,MU.020619.27,MU.020619.27_IE1014173
10/14/17,IE1014173,MU.020619.28.00,MU.020619.28,MU.020619.28_IE1014173
10/14/17,IE1014173,MU.020619.28.01,MU.020619.28,MU.020619.28_IE1014173
10/14/17,IE1014173,MU.020619.29.00,MU.020619.29,MU.020619.29_IE1014173
10/14/17,IE1014173,MU.020619.29.01,MU.020619.29,MU.020619.29_IE1014173
10/14/17,IE1014173,MU.020619.30.00,MU.020619.30,MU.020619.30_IE1014173
10/14/17,IE1014173,MU.020619.30.01,MU.020619.30,MU.020619.30_IE1014173
10/14/17,IE1014173,MU.020619.31.00,MU.020619.31,MU.020619.31_IE1014173
10/14/17,IE1014173,MU.020619.31.01,MU.020619.31,MU.020619.31_IE1014173
10/14/17,IE1014173,MU.020619.32.00,MU.020619.32,MU.020619.32_IE1014173
10/14/17,IE1014173,MU.020619.32.01,MU.020619.32,MU.020619.32_IE1014173
10/14/17,IE1014173,MU.020619.33.00,MU.020619.33,MU.020619.33_IE1014173
10/14/17,IE1014173,MU.020619.33.01,MU.020619.33,MU.020619.33_IE1014173
10/14/17,IE1014173,MU.020619.34.00,MU.020619.34,MU.020619.34_IE1014173
10/14/17,IE1014173,MU.020619.34.01,MU.020619.34,MU.020619.34_IE1014173
10/14/17,IE1014173,MU.020619.35.00,MU.020619.35,MU.020619.35_IE1014173
10/14/17,IE1014173,MU.020619.35.01,MU.020619.35,MU.020619.35_IE1014173
10/14/17,IE1014173,MU.020619.36.00,MU.020619.36,MU.020619.36_IE1014173
10/14/17,IE1014173,MU.020619.36.01,MU.020619.36,MU.020619.36_IE1014173
10/14/17,IE1014173,MU.020619.37.00,MU.020619.37,MU.020619.37_IE1014173
10/14/17,IE1014173,MU.020619.38.00,MU.020619.38,MU.020619.38_IE1014173
10/9/17,IE1009172,MU.021119.01.00,MU.021119.01,MU.021119.01_IE1009172
10/9/17,IE1009172,MU.021119.01.01,MU.021119.01,MU.021119.01_IE1009172
10/9/17,IE1009172,MU.021119.02.00,MU.021119.02,MU.021119.02_IE1009172
10/9/17,IE1009172,MU.021119.02.01,MU.021119.02,MU.021119.02_IE1009172
10/9/17,IE1009172,MU.021119.03.00,MU.021119.03,MU.021119.03_IE1009172
10/9/17,IE1009172,MU.021119.03.01,MU.021119.03,MU.021119.03_IE1009172
10/9/17,IE1009172,MU.021119.04.00,MU.021119.04,MU.021119.04_IE1009172
10/9/17,IE1009172,MU.021119.04.01,MU.021119.04,MU.021119.04_IE1009172
10/9/17,IE1009172,MU.021119.05.00,MU.021119.05,MU.021119.05_IE1009172
10/9/17,IE1009172,MU.021119.05.01,MU.021119.05,MU.021119.05_IE1009172
10/9/17,IE1009172,MU.021119.06.00,MU.021119.06,MU.021119.06_IE1009172
10/9/17,IE1009172,MU.021119.06.01,MU.021119.06,MU.021119.06_IE1009172
10/9/17,IE1009172,MU.021119.07.00,MU.021119.07,MU.021119.07_IE1009172
10/9/17,IE1009172,MU.021119.07.01,MU.021119.07,MU.021119.07_IE1009172
10/14/17,IE1014171,MU.021119.01.00,MU.021119.01,MU.021119.01_IE1014171
10/14/17,IE1014171,MU.021119.01.01,MU.021119.01,MU.021119.01_IE1014171
10/14/17,IE1014171,MU.021119.02.00,MU.021119.02,MU.021119.02_IE1014171
10/14/17,IE1014171,MU.021119.02.01,MU.021119.02,MU.021119.02_IE1014171
10/14/17,IE1014171,MU.021119.03.00,MU.021119.03,MU.021119.03_IE1014171
10/14/17,IE1014171,MU.021119.03.01,MU.021119.03,MU.021119.03_IE1014171
10/14/17,IE1014171,MU.021119.04.00,MU.021119.04,MU.021119.04_IE1014171
10/14/17,IE1014171,MU.021119.04.01,MU.021119.04,MU.021119.04_IE1014171
10/14/17,IE1014171,MU.021119.05.00,MU.021119.05,MU.021119.05_IE1014171
10/14/17,IE1014171,MU.021119.05.01,MU.021119.05,MU.021119.05_IE1014171
10/14/17,IE1014171,MU.021119.06.00,MU.021119.06,MU.021119.06_IE1014171
10/14/17,IE1014171,MU.021119.06.01,MU.021119.06,MU.021119.06_IE1014171
10/14/17,IE1014171,MU.021119.07.00,MU.021119.07,MU.021119.07_IE1014171
10/14/17,IE1014171,MU.021119.07.01,MU.021119.07,MU.021119.07_IE1014171
10/14/17,IE1014171,MU.021119.08.00,MU.021119.08,MU.021119.08_IE1014171
10/14/17,IE1014171,MU.021119.08.01,MU.021119.08,MU.021119.08_IE1014171
10/14/17,IE1014171,MU.021119.09.00,MU.021119.09,MU.021119.09_IE1014171
10/14/17,IE1014171,MU.021119.09.01,MU.021119.09,MU.021119.09_IE1014171
10/14/17,IE1014171,MU.021119.10.00,MU.021119.10,MU.021119.10_IE1014171
10/14/17,IE1014171,MU.021119.10.01,MU.021119.10,MU.021119.10_IE1014171
10/14/17,IE1014171,MU.021119.11.00,MU.021119.11,MU.021119.11_IE1014171
10/14/17,IE1014171,MU.021119.11.01,MU.021119.11,MU.021119.11_IE1014171
10/14/17,IE1014171,MU.021119.12.00,MU.021119.12,MU.021119.12_IE1014171
10/14/17,IE1014171,MU.021119.12.01,MU.021119.12,MU.021119.12_IE1014171
10/14/17,IE1014171,MU.021119.13.00,MU.021119.13,MU.021119.13_IE1014171
10/14/17,IE1014171,MU.021119.14.00,MU.021119.14,MU.021119.14_IE1014171
10/14/17,IE1014171,MU.021119.14.01,MU.021119.14,MU.021119.14_IE1014171
10/14/17,IE1014171,MU.021119.15.00,MU.021119.15,MU.021119.15_IE1014171
10/14/17,IE1014171,MU.021119.15.01,MU.021119.15,MU.021119.15_IE1014171
10/14/17,IE1014171,MU.021119.16.00,MU.021119.16,MU.021119.16_IE1014171
10/14/17,IE1014171,MU.021119.16.01,MU.021119.16,MU.021119.16_IE1014171
10/14/17,IE1014171,MU.021119.17.00,MU.021119.17,MU.021119.17_IE1014171
10/14/17,IE1014171,MU.021119.17.01,MU.021119.17,MU.021119.17_IE1014171
10/14/17,IE1014171,MU.021119.18.00,MU.021119.18,MU.021119.18_IE1014171
10/14/17,IE1014171,MU.021119.19.00,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
10/14/17,IE1014171,MU.021119.19.01,MU.021119.19,MU.021119.19_IE1014171
