"","date","WTMP_avg"
"432",2017-01-06,10.595
"433",2017-01-06,10.595
"434",2017-01-06,10.595
"435",2017-01-06,10.595
"436",2017-01-06,10.595
"437",2017-01-06,10.595
"438",2017-01-06,10.595
"439",2017-01-06,10.595
"440",2017-01-06,10.595
"441",2017-01-06,10.595
"442",2017-01-06,10.595
"443",2017-01-06,10.595
"444",2017-01-06,10.595
"445",2017-01-06,10.595
"446",2017-01-06,10.595
"447",2017-01-06,10.595
"448",2017-01-06,10.595
"449",2017-01-06,10.595
"450",2017-01-06,10.595
"451",2017-01-06,10.595
"452",2017-01-06,10.595
"453",2017-01-06,10.595
"454",2017-01-06,10.595
"455",2017-01-06,10.595
"456",2017-01-06,10.595
"457",2017-01-06,10.595
"458",2017-01-06,10.595
"459",2017-01-06,10.595
"460",2017-01-06,10.595
"461",2017-01-06,10.595
"462",2017-01-06,10.595
"463",2017-01-06,10.595
"464",2017-01-06,10.595
"465",2017-01-06,10.595
"466",2017-01-06,10.595
"467",2017-01-06,10.595
"468",2017-01-06,10.595
"469",2017-01-06,10.595
"470",2017-01-06,10.595
"471",2017-01-06,10.595
"472",2017-01-06,10.595
"473",2017-01-06,10.595
"474",2017-01-06,10.595
"475",2017-01-06,10.595
"476",2017-01-06,10.595
"477",2017-01-06,10.595
"478",2017-01-06,10.595
"479",2017-01-06,10.595
"480",2017-01-06,10.595
"481",2017-01-07,9.28125
"482",2017-01-07,9.28125
"483",2017-01-07,9.28125
"484",2017-01-07,9.28125
"485",2017-01-07,9.28125
"486",2017-01-07,9.28125
"487",2017-01-07,9.28125
"488",2017-01-07,9.28125
"489",2017-01-07,9.28125
"490",2017-01-07,9.28125
"491",2017-01-07,9.28125
"492",2017-01-07,9.28125
"493",2017-01-07,9.28125
"494",2017-01-07,9.28125
"495",2017-01-07,9.28125
"496",2017-01-07,9.28125
"497",2017-01-07,9.28125
"498",2017-01-07,9.28125
"499",2017-01-07,9.28125
"500",2017-01-07,9.28125
"501",2017-01-07,9.28125
"502",2017-01-07,9.28125
"503",2017-01-07,9.28125
"504",2017-01-07,9.28125
"505",2017-01-07,9.28125
"506",2017-01-07,9.28125
"507",2017-01-07,9.28125
"508",2017-01-07,9.28125
"509",2017-01-07,9.28125
"510",2017-01-07,9.28125
"511",2017-01-07,9.28125
"512",2017-01-07,9.28125
"513",2017-01-07,9.28125
"514",2017-01-07,9.28125
"515",2017-01-07,9.28125
"516",2017-01-07,9.28125
"517",2017-01-07,9.28125
"518",2017-01-07,9.28125
"519",2017-01-07,9.28125
"520",2017-01-07,9.28125
"521",2017-01-07,9.28125
"522",2017-01-07,9.28125
"523",2017-01-07,9.28125
"524",2017-01-07,9.28125
"525",2017-01-07,9.28125
"526",2017-01-07,9.28125
"527",2017-01-07,9.28125
"528",2017-01-07,9.28125
"529",2017-01-07,9.28125
"530",2017-01-07,9.28125
"531",2017-01-07,9.28125
"532",2017-01-07,9.28125
"533",2017-01-07,9.28125
"534",2017-01-07,9.28125
"535",2017-01-07,9.28125
"536",2017-01-07,9.28125
"537",2017-01-07,9.28125
"538",2017-01-07,9.28125
"539",2017-01-07,9.28125
"540",2017-01-07,9.28125
"541",2017-01-07,9.28125
"542",2017-01-07,9.28125
"543",2017-01-07,9.28125
"544",2017-01-07,9.28125
"545",2017-01-07,9.28125
"546",2017-01-07,9.28125
"547",2017-01-07,9.28125
"548",2017-01-07,9.28125
"549",2017-01-07,9.28125
"550",2017-01-07,9.28125
"551",2017-01-07,9.28125
"552",2017-01-07,9.28125
"553",2017-01-07,9.28125
"554",2017-01-07,9.28125
"555",2017-01-07,9.28125
"556",2017-01-07,9.28125
"557",2017-01-07,9.28125
"558",2017-01-07,9.28125
"559",2017-01-07,9.28125
"560",2017-01-07,9.28125
"561",2017-01-08,43.20125
"562",2017-01-08,43.20125
"563",2017-01-08,43.20125
"564",2017-01-08,43.20125
"565",2017-01-08,43.20125
"566",2017-01-08,43.20125
"567",2017-01-08,43.20125
"568",2017-01-08,43.20125
"569",2017-01-08,43.20125
"570",2017-01-08,43.20125
"571",2017-01-08,43.20125
"572",2017-01-08,43.20125
"573",2017-01-08,43.20125
"574",2017-01-08,43.20125
"575",2017-01-08,43.20125
"576",2017-01-08,43.20125
"577",2017-01-08,43.20125
"578",2017-01-08,43.20125
"579",2017-01-08,43.20125
"580",2017-01-08,43.20125
"581",2017-01-08,43.20125
"582",2017-01-08,43.20125
"583",2017-01-08,43.20125
"584",2017-01-08,43.20125
"585",2017-01-08,43.20125
"586",2017-01-08,43.20125
"587",2017-01-08,43.20125
"588",2017-01-08,43.20125
"589",2017-01-08,43.20125
"590",2017-01-08,43.20125
"591",2017-01-08,43.20125
"592",2017-01-08,43.20125
"593",2017-01-08,43.20125
"594",2017-01-08,43.20125
"595",2017-01-08,43.20125
"596",2017-01-08,43.20125
"597",2017-01-08,43.20125
"598",2017-01-08,43.20125
"599",2017-01-08,43.20125
"600",2017-01-08,43.20125
"601",2017-01-08,43.20125
"602",2017-01-08,43.20125
"603",2017-01-08,43.20125
"604",2017-01-08,43.20125
"605",2017-01-08,43.20125
"606",2017-01-08,43.20125
"607",2017-01-08,43.20125
"608",2017-01-08,43.20125
"609",2017-01-08,43.20125
"610",2017-01-08,43.20125
"611",2017-01-08,43.20125
"612",2017-01-08,43.20125
"613",2017-01-08,43.20125
"614",2017-01-08,43.20125
"615",2017-01-08,43.20125
"616",2017-01-08,43.20125
"617",2017-01-08,43.20125
"618",2017-01-08,43.20125
"619",2017-01-08,43.20125
"620",2017-01-08,43.20125
"621",2017-01-08,43.20125
"622",2017-01-08,43.20125
"623",2017-01-08,43.20125
"624",2017-01-08,43.20125
"625",2017-01-08,43.20125
"626",2017-01-08,43.20125
"627",2017-01-08,43.20125
